"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.719557542E0,8.400685787E-1,1.733950227E-1,8.069615364E-1
3.729539542E0,8.475712538E-1,2.912220657E-1,7.285388708E-1
3.739521542E0,8.651701212E-1,3.936547041E-1,6.321436763E-1
3.749503542E0,8.865715265E-1,5.214592814E-1,5.396654010E-1
3.759484542E0,8.503358960E-1,7.021859288E-1,4.240015447E-1
3.769466542E0,7.447863221E-1,9.421372414E-1,2.937434018E-1
3.779448542E0,6.171550751E-1,1.114758730E0,1.798497587E-1
3.789430542E0,5.148505569E-1,1.131285429E0,1.132598147E-1
3.799412542E0,4.106134176E-1,9.668487310E-1,1.142578050E-1
3.809394542E0,2.616116703E-1,6.296067834E-1,1.366936117E-1
3.819376542E0,1.056106091E-1,2.975419164E-1,2.080190480E-1
3.829357542E0,5.367362872E-3,8.600544184E-2,2.701095939E-1
3.839339542E0,-3.545396775E-2,-2.064157650E-2,2.884582877E-1
3.849321542E0,-4.974555597E-2,2.372082882E-2,2.830992043E-1
3.859303542E0,-6.869461387E-2,2.006692290E-1,2.677510381E-1
