"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.927730000E0,-2.071349859E0,1.365984201E0,1.357191652E-1
2.937712000E0,-1.964631677E0,9.333103895E-1,8.711162023E-3
2.947694000E0,-1.815134883E0,6.601473689E-1,-3.490840271E-2
2.957676000E0,-1.678803444E0,5.138415694E-1,3.728536516E-2
2.967658000E0,-1.632049561E0,3.146880865E-1,1.365677565E-1
2.977640000E0,-1.640577078E0,-3.080248833E-2,2.090611309E-1
2.987622000E0,-1.615116715E0,-3.577915132E-1,8.465422690E-2
2.997604000E0,-1.583020806E0,-6.105931401E-1,-8.796388656E-2
3.007586000E0,-1.576233983E0,-7.870198488E-1,-2.632765770E-1
3.017568000E0,-1.586826682E0,-8.574684262E-1,-4.887283444E-1
3.027551000E0,-1.622840047E0,-9.007936120E-1,-6.937469840E-1
3.037533000E0,-1.643934608E0,-9.162210226E-1,-8.481437564E-1
3.047515000E0,-1.614631176E0,-9.016696215E-1,-9.802014828E-1
3.057497000E0,-1.547707319E0,-8.880800009E-1,-1.052842140E0
3.067479000E0,-1.461503148E0,-9.457139373E-1,-1.093042850E0
3.077461000E0,-1.299299121E0,-1.011899352E0,-1.093520045E0
3.087443000E0,-1.055047750E0,-9.532473087E-1,-1.050073624E0
3.097425000E0,-7.558847070E-1,-8.898483515E-1,-9.411583543E-1
3.107407000E0,-3.749786317E-1,-6.334035397E-1,-7.432353497E-1
3.117389000E0,-2.310953103E-2,-3.902590871E-1,-5.535519719E-1
3.127371000E0,2.245570123E-1,-2.324488461E-1,-4.338839948E-1
3.137353000E0,3.906844556E-1,-1.302367151E-1,-3.403772414E-1
3.147335000E0,5.288671851E-1,-5.366939679E-2,-2.591704130E-1
3.157317000E0,6.548448205E-1,3.446125984E-2,-2.098422498E-1
3.167300000E0,7.727956772E-1,1.459813416E-1,-1.672154814E-1
3.177282000E0,8.920594454E-1,2.173106372E-1,-1.106531471E-1
3.187264000E0,1.011562109E0,2.418824285E-1,-3.212508559E-2
3.197246000E0,1.125598073E0,2.339984030E-1,6.152977049E-2
3.207228000E0,1.243298769E0,1.890437156E-1,1.625270247E-1
3.217210000E0,1.363241673E0,1.223400533E-1,2.700353861E-1
3.227192000E0,1.479931116E0,4.235747457E-2,3.784099519E-1
3.237174000E0,1.595288873E0,-5.011626706E-2,4.727865160E-1
3.247156000E0,1.716626763E0,-1.486337036E-1,5.308085084E-1
3.257138000E0,1.828690410E0,-2.030522078E-1,5.336484909E-1
3.267120000E0,1.828207135E0,-1.791968048E-1,4.644742608E-1
3.277102000E0,1.651261330E0,-1.489907056E-1,3.544273674E-1
3.287084000E0,1.250900745E0,-2.613012195E-1,2.390769869E-1
3.297066000E0,6.273748279E-1,-5.372044444E-1,1.056193188E-1
3.307049000E0,-1.809017360E-1,-9.001460671E-1,-8.057197183E-2
3.317031000E0,-9.194889665E-1,-1.133886456E0,-3.911538124E-1
3.327013000E0,-1.213274121E0,-8.215122223E-1,-7.408453226E-1
3.336995000E0,-1.011927128E0,6.934150308E-2,-1.009366274E0
3.346977000E0,-5.030803084E-1,8.855423927E-1,-1.114801049E0
3.356959000E0,4.514396191E-2,1.033536792E0,-1.053181410E0
3.366941000E0,4.448351860E-1,5.725329518E-1,-8.461710811E-1
3.376923000E0,7.440274954E-1,8.962276578E-2,-6.075774431E-1
3.386905000E0,1.051165938E0,-1.097082868E-1,-3.779400587E-1
3.396887000E0,1.337796926E0,-3.665733617E-3,-1.338360161E-1
3.406869000E0,1.505080104E0,2.859236002E-1,1.165402979E-1
3.416851000E0,1.575679660E0,4.688763916E-1,3.414911330E-1
3.426833000E0,1.559980392E0,4.531663954E-1,4.595014751E-1
3.436815000E0,1.516270518E0,2.300571091E-2,5.794159174E-1
3.446797000E0,1.362390399E0,-8.969314098E-1,5.084025264E-1
3.456779000E0,4.860940576E-1,-1.784042120E0,1.706473678E-1
3.466762000E0,-5.537591577E-1,-1.815854073E0,-4.530391656E-3
3.476744000E0,-7.903277278E-1,-1.139358401E0,6.117005646E-2
3.486726000E0,-4.366060793E-1,-4.496729970E-1,2.546526790E-1
3.496708000E0,5.786383897E-2,7.740306109E-2,4.488770068E-1
3.506690000E0,4.457582235E-1,4.088935256E-1,5.433787704E-1
3.516672000E0,8.214359879E-1,6.932549477E-1,5.529338717E-1
3.526654000E0,1.193074226E0,8.500322104E-1,6.759021878E-1
3.536636000E0,1.352934957E0,7.379863262E-1,8.502057791E-1
3.546618000E0,1.290324926E0,4.431189597E-1,1.126476407E0
3.556600000E0,1.109306097E0,-5.879619624E-3,1.251103044E0
3.566582000E0,1.016407013E0,-5.007233024E-1,1.151356816E0
3.576564000E0,1.083457708E0,-8.853753805E-1,9.246391058E-1
3.586546000E0,1.246500373E0,-1.060279012E0,6.210693717E-1
3.596528000E0,1.426747918E0,-1.007331729E0,2.035051435E-1
3.606510000E0,1.534914136E0,-7.111525536E-1,-3.845053017E-1
3.616492000E0,1.576303363E0,-2.856209576E-1,-1.005601287E0
3.626475000E0,1.573080182E0,2.081491798E-1,-1.395097971E0
