"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.587295042E0,-4.054620132E0,8.055703157E-1,2.977316841E0
3.597278042E0,-3.241947203E0,2.440627813E-3,3.103265866E0
3.607260042E0,-2.452244477E0,-8.168554419E-1,3.146867384E0
3.617243042E0,-1.476898939E0,-1.490582739E0,3.065179442E0
3.627226042E0,-3.839157179E-1,-1.900042201E0,2.792791579E0
3.637209042E0,7.057022113E-1,-1.997088439E0,2.351879944E0
3.647192833E0,1.643276636E0,-1.837806192E0,1.844248070E0
3.657174833E0,2.446327533E0,-1.386212863E0,1.252061949E0
3.667157833E0,3.071176931E0,-7.667483121E-1,5.867809546E-1
3.677140833E0,3.666804723E0,-8.087576330E-2,-7.473150909E-2
3.687123833E0,4.151121702E0,5.625343055E-1,-7.655560648E-1
3.697105833E0,4.243554195E0,1.064155242E0,-1.436347475E0
3.707088833E0,3.902040255E0,1.425694433E0,-2.314939574E0
3.717071833E0,3.470120761E0,1.577674677E0,-3.074238533E0
3.727054833E0,3.035035876E0,1.549004610E0,-3.205206808E0
3.737036833E0,2.553489016E0,1.446055022E0,-2.793932955E0
3.747019833E0,2.072710918E0,1.267861125E0,-2.137873020E0
3.757002833E0,1.560388554E0,1.039375911E0,-1.501824011E0
3.766985833E0,1.137616663E0,1.003554699E0,-1.076297643E0
3.776967834E0,8.549290019E-1,1.094590584E0,-7.905676029E-1
3.786950833E0,6.406186080E-1,1.193095118E0,-4.580183955E-1
3.796933834E0,6.409718529E-1,1.164875286E0,-7.722892798E-2
3.806916833E0,8.567373995E-1,9.950522625E-1,2.641302793E-1
3.816898833E0,1.006200272E0,6.407326287E-1,3.984349756E-1
3.826881833E0,1.005247322E0,2.660149831E-1,3.240341265E-1
3.836864833E0,8.515545738E-1,8.892620981E-2,1.946463539E-1
3.846847833E0,6.467574535E-1,1.973002589E-1,2.325963914E-2
3.856829833E0,3.985115741E-1,2.450111997E-1,-1.910033923E-1
3.866812833E0,2.186626227E-1,7.388073921E-2,-5.465374929E-1
3.876795833E0,2.005457559E-1,-3.341438162E-1,-1.015459776E0
3.886778833E0,5.063130346E-1,-7.579137540E-1,-1.645358976E0
3.896760833E0,1.340908052E0,-1.028325843E0,-2.271670471E0
3.906743833E0,2.465701259E0,-1.158822248E0,-2.726420126E0
3.916726833E0,3.671825143E0,-1.208934640E0,-2.873144893E0
3.926709833E0,4.648577374E0,-1.150341446E0,-2.686026099E0
3.936691833E0,5.227987913E0,-9.832940966E-1,-2.314642535E0
3.946674833E0,5.335680177E0,-1.021230247E0,-2.107480363E0
3.956657833E0,5.227273384E0,-1.307198269E0,-2.025296723E0
3.966640833E0,5.031421480E0,-1.619423797E0,-1.878278134E0
3.976623833E0,4.634454887E0,-1.978954470E0,-1.473763516E0
3.986605834E0,4.052589979E0,-2.386165093E0,-6.344655830E-1
3.996588833E0,3.602145628E0,-3.082053922E0,3.302957636E-1
4.006571834E0,3.143932959E0,-3.831288654E0,1.155256470E0
